timestamp,open,high,low,close,volume,symbol
2025-10-07 16:15:00,222.82,223.6,222.0,223.1,219.998,SOL/USDT
2025-10-07 16:30:00,222.96,224.56,222.95,223.92,60.043,SOL/USDT
2025-10-07 16:45:00,224.11,225.17,224.05,224.28,22.6,SOL/USDT
2025-10-07 17:00:00,224.02,224.64,223.72,223.72,61.922,SOL/USDT
2025-10-07 17:15:00,223.58,223.79,223.15,223.15,40.833,SOL/USDT
2025-10-07 17:30:00,223.59,223.63,223.11,223.54,102.002,SOL/USDT
2025-10-07 17:45:00,223.84,224.18,222.63,222.63,121.849,SOL/USDT
2025-10-07 18:00:00,222.71,223.24,222.51,223.03,98.84,SOL/USDT
2025-10-07 18:15:00,222.76,222.85,222.06,222.56,168.698,SOL/USDT
2025-10-07 18:30:00,222.73,222.97,221.81,222.4,68.659,SOL/USDT
2025-10-07 18:45:00,222.28,222.28,221.44,221.44,108.444,SOL/USDT
2025-10-07 19:00:00,221.44,222.68,221.38,221.76,200.148,SOL/USDT
2025-10-07 19:15:00,221.79,222.1,221.32,221.32,80.887,SOL/USDT
2025-10-07 19:30:00,221.37,222.0,220.99,221.43,276.686,SOL/USDT
2025-10-07 19:45:00,221.54,222.72,221.41,221.67,199.413,SOL/USDT
2025-10-07 20:00:00,221.64,223.68,221.64,223.39,119.902,SOL/USDT
2025-10-07 20:15:00,223.31,223.79,222.88,223.79,22.413,SOL/USDT
2025-10-07 20:30:00,223.77,224.0,223.61,223.65,145.007,SOL/USDT
2025-10-07 20:45:00,223.96,224.0,223.51,223.51,116.714,SOL/USDT
2025-10-07 21:00:00,223.42,223.99,222.96,223.99,17.655,SOL/USDT
2025-10-07 21:15:00,223.73,224.27,223.73,224.27,8.119,SOL/USDT
2025-10-07 21:30:00,223.82,223.82,223.16,223.22,23.976,SOL/USDT
2025-10-07 21:45:00,223.16,223.27,222.41,223.12,125.952,SOL/USDT
2025-10-07 22:00:00,223.14,223.14,222.09,222.83,19.654,SOL/USDT
2025-10-07 22:15:00,222.78,223.57,222.78,223.2,102.285,SOL/USDT
2025-10-07 22:30:00,223.42,223.42,222.3,222.31,99.046,SOL/USDT
2025-10-07 22:45:00,222.52,222.52,222.14,222.46,97.998,SOL/USDT
2025-10-07 23:00:00,222.46,222.47,221.65,221.7,25.185,SOL/USDT
2025-10-07 23:15:00,221.64,221.72,220.71,221.09,145.392,SOL/USDT
2025-10-07 23:30:00,221.06,221.06,220.55,221.04,98.722,SOL/USDT
2025-10-07 23:45:00,221.09,221.3,219.79,219.94,61.084,SOL/USDT
2025-10-08 00:00:00,219.98,220.98,219.8,220.31,157.768,SOL/USDT
2025-10-08 00:15:00,220.88,220.97,220.5,220.5,90.554,SOL/USDT
2025-10-08 00:30:00,219.79,221.26,218.8,221.17,271.809,SOL/USDT
2025-10-08 00:45:00,220.97,221.58,220.97,221.41,64.13,SOL/USDT
2025-10-08 01:00:00,220.99,221.2,220.66,220.66,21.604,SOL/USDT
2025-10-08 01:15:00,220.6,221.94,220.6,221.91,51.502,SOL/USDT
2025-10-08 01:30:00,221.57,221.85,221.51,221.81,18.18,SOL/USDT
2025-10-08 01:45:00,221.65,222.29,221.62,222.15,9.107,SOL/USDT
2025-10-08 02:00:00,222.03,222.05,221.53,221.8,56.517,SOL/USDT
2025-10-08 02:15:00,221.9,222.73,221.87,222.5,101.743,SOL/USDT
2025-10-08 02:30:00,222.43,222.43,221.59,221.64,98.272,SOL/USDT
2025-10-08 02:45:00,221.36,221.89,221.31,221.6,183.409,SOL/USDT
2025-10-08 03:00:00,221.45,221.45,220.3,220.3,88.541,SOL/USDT
2025-10-08 03:15:00,220.33,220.37,218.72,219.03,131.747,SOL/USDT
2025-10-08 03:30:00,218.96,219.44,218.72,218.72,170.092,SOL/USDT
2025-10-08 03:45:00,218.94,219.27,218.16,218.46,70.099,SOL/USDT
