timestamp,open,high,low,close,volume,symbol
2025-10-07 16:15:00,0.8281,0.8313,0.8277,0.8301,28988.7,ADA/USDT
2025-10-07 16:30:00,0.8289,0.8368,0.8289,0.8357,26865.8,ADA/USDT
2025-10-07 16:45:00,0.836,0.8406,0.8349,0.8351,6373.2,ADA/USDT
2025-10-07 17:00:00,0.8359,0.8359,0.832,0.8333,4758.7,ADA/USDT
2025-10-07 17:15:00,0.8326,0.8345,0.8315,0.8327,11529.3,ADA/USDT
2025-10-07 17:30:00,0.8333,0.8333,0.8309,0.8321,5671.2,ADA/USDT
2025-10-07 17:45:00,0.8324,0.8334,0.8287,0.8288,8692.3,ADA/USDT
2025-10-07 18:00:00,0.8283,0.8304,0.828,0.8299,19596.0,ADA/USDT
2025-10-07 18:15:00,0.8293,0.8297,0.8271,0.8286,11513.2,ADA/USDT
2025-10-07 18:30:00,0.8285,0.8302,0.8273,0.829,4221.0,ADA/USDT
2025-10-07 18:45:00,0.8288,0.829,0.8253,0.8253,3533.6,ADA/USDT
2025-10-07 19:00:00,0.8245,0.8292,0.8244,0.826,4214.7,ADA/USDT
2025-10-07 19:15:00,0.8255,0.828,0.8242,0.8242,4439.5,ADA/USDT
2025-10-07 19:30:00,0.8241,0.8265,0.8238,0.8242,9880.7,ADA/USDT
2025-10-07 19:45:00,0.8242,0.8292,0.8237,0.8257,4938.3,ADA/USDT
2025-10-07 20:00:00,0.825,0.8336,0.825,0.8329,2809.8,ADA/USDT
2025-10-07 20:15:00,0.8315,0.834,0.8307,0.8334,2189.6,ADA/USDT
2025-10-07 20:30:00,0.8333,0.8347,0.8326,0.8329,1279.9,ADA/USDT
2025-10-07 20:45:00,0.8319,0.8324,0.8289,0.8289,1817.2,ADA/USDT
2025-10-07 21:00:00,0.8288,0.8312,0.8288,0.8309,3051.2,ADA/USDT
2025-10-07 21:15:00,0.8289,0.8311,0.8286,0.8304,1911.9,ADA/USDT
2025-10-07 21:30:00,0.8296,0.8296,0.8269,0.8269,21260.0,ADA/USDT
2025-10-07 21:45:00,0.826,0.8263,0.8241,0.8254,17087.8,ADA/USDT
2025-10-07 22:00:00,0.8252,0.8252,0.8224,0.8238,5411.2,ADA/USDT
2025-10-07 22:15:00,0.8246,0.8271,0.8241,0.8246,2405.6,ADA/USDT
