timestamp,open,high,low,close,volume
2025-10-03 02:45:00,1092.28,1097.86,1092.0,1096.43,1.772
2025-10-03 03:00:00,1097.03,1107.84,1096.7,1105.88,2.76
2025-10-03 03:15:00,1105.71,1110.68,1104.79,1107.91,2.004
2025-10-03 03:30:00,1107.91,1112.32,1106.42,1110.55,13.139
2025-10-03 03:45:00,1110.55,1110.75,1106.02,1107.99,2.714
2025-10-03 04:00:00,1107.99,1112.43,1106.89,1112.43,2.603
2025-10-03 04:15:00,1112.4,1112.4,1107.82,1108.81,1.684
2025-10-03 04:30:00,1108.03,1108.03,1094.13,1098.75,34.771
2025-10-03 04:45:00,1098.6,1100.1,1096.15,1098.79,3.09
2025-10-03 05:00:00,1098.79,1101.07,1095.19,1095.19,9.576
2025-10-03 05:15:00,1095.8,1096.08,1093.79,1095.29,3.67
2025-10-03 05:30:00,1095.36,1098.62,1093.97,1093.97,8.852
2025-10-03 05:45:00,1093.62,1095.69,1093.62,1094.35,2.677
2025-10-03 06:00:00,1095.11,1098.09,1092.25,1098.09,1.29
2025-10-03 06:15:00,1097.65,1098.24,1096.36,1097.55,1.498
2025-10-03 06:30:00,1097.98,1099.34,1097.75,1098.44,35.343
2025-10-03 06:45:00,1095.22,1095.22,1090.56,1091.55,21.479
2025-10-03 07:00:00,1092.53,1092.53,1087.38,1089.73,3.369
2025-10-03 07:15:00,1090.98,1090.98,1085.58,1085.58,1.253
2025-10-03 07:30:00,1086.24,1087.48,1085.89,1085.89,24.514
2025-10-03 07:45:00,1084.79,1087.31,1084.79,1085.57,2.715
2025-10-03 08:00:00,1086.38,1088.29,1086.38,1087.63,1.16
2025-10-03 08:15:00,1086.7,1088.95,1084.34,1088.05,13.757
2025-10-03 08:30:00,1087.95,1095.33,1087.95,1095.33,7.625
2025-10-03 08:45:00,1095.04,1097.44,1095.04,1096.92,2.165
2025-10-03 09:00:00,1098.0,1104.79,1098.0,1102.05,8.461
2025-10-03 09:15:00,1104.37,1114.87,1102.1,1113.51,3.78
2025-10-03 09:30:00,1113.87,1113.87,1108.32,1108.76,10.467
2025-10-03 09:45:00,1109.46,1199.87,984.18,1107.42,4.258
2025-10-03 10:00:00,1108.93,1108.93,1105.77,1106.12,1.206
2025-10-03 10:15:00,1106.74,1108.85,1073.66,1106.18,8.931
2025-10-03 10:30:00,1106.45,1109.92,1106.45,1109.91,9.494
2025-10-03 10:45:00,1110.0,1110.0,1106.69,1107.34,3.897
2025-10-03 11:00:00,1107.21,1107.83,1102.17,1102.73,3.278
2025-10-03 11:15:00,1102.75,1105.96,1102.39,1105.93,8.588
2025-10-03 11:30:00,1104.78,1105.48,1103.49,1104.71,13.354
2025-10-03 11:45:00,1104.71,1107.29,1104.57,1105.86,3.765
2025-10-03 12:00:00,1107.94,1109.76,1106.68,1109.67,1.675
2025-10-03 12:15:00,1109.01,1109.66,1108.29,1109.63,2.251
2025-10-03 12:30:00,1108.38,1109.28,1106.33,1106.33,7.159
2025-10-03 12:45:00,1106.33,1107.43,1106.12,1106.83,3.295
2025-10-03 13:00:00,1102.7,1104.82,1102.7,1104.51,2.898
