timestamp,open,high,low,close,volume
2025-10-03 02:45:00,120076.49,120269.11,120038.07,120157.82,3.32123
2025-10-03 03:00:00,120157.82,120472.12,120157.82,120289.45,3.71273
2025-10-03 03:15:00,120289.45,120407.3,120184.53,120184.53,1.50115
2025-10-03 03:30:00,120184.54,120407.54,120173.77,120343.41,2.72107
2025-10-03 03:45:00,120343.41,120343.42,120206.95,120225.88,1.49714
2025-10-03 04:00:00,120225.88,120306.5,120182.95,120259.99,1.43871
2025-10-03 04:15:00,120260.0,120300.0,120174.29,120200.0,1.68738
2025-10-03 04:30:00,120200.0,120200.01,120000.4,120027.23,1.07002
2025-10-03 04:45:00,120027.24,120165.0,120027.24,120039.98,2.50979
2025-10-03 05:00:00,120039.97,120065.41,119946.64,120022.0,1.6075
2025-10-03 05:15:00,120021.99,120049.63,119972.67,120019.24,1.15473
2025-10-03 05:30:00,120007.55,120019.2,119839.94,119849.71,2.0859
2025-10-03 05:45:00,119849.72,119935.1,119760.39,119920.4,13.11558
2025-10-03 06:00:00,119920.41,120075.62,119786.62,120045.13,1.61306
2025-10-03 06:15:00,120045.13,120055.91,119970.81,119979.8,0.60574
2025-10-03 06:30:00,119979.8,120020.95,119915.77,119927.34,1.41169
2025-10-03 06:45:00,119927.34,119927.35,119741.48,119916.94,2.32347
2025-10-03 07:00:00,119916.93,120011.05,119800.0,119872.37,3.11067
2025-10-03 07:15:00,119872.36,119891.65,119794.75,119794.75,3.74843
2025-10-03 07:30:00,119794.75,119817.94,119628.48,119641.31,3.07824
2025-10-03 07:45:00,119641.3,119741.19,119630.41,119643.94,3.22658
2025-10-03 08:00:00,119641.01,119732.07,119498.74,119498.74,0.90011
2025-10-03 08:15:00,119498.75,119648.17,119249.99,119647.05,3.25187
2025-10-03 08:30:00,119647.06,120412.37,119647.06,119862.18,5.52931
2025-10-03 08:45:00,119859.17,120040.67,119843.55,120040.66,1.74677
2025-10-03 09:00:00,120038.61,120199.9,120038.6,120069.43,3.74088
2025-10-03 09:15:00,120069.43,120356.13,120008.6,120291.27,1.35848
2025-10-03 09:30:00,120291.26,120325.64,120163.47,120192.87,1.45723
2025-10-03 09:45:00,120192.88,120331.72,119967.87,120300.01,1.51144
2025-10-03 10:00:00,120300.01,120361.65,120271.18,120338.44,1.34824
2025-10-03 10:15:00,120338.44,120515.89,120338.43,120468.26,3.39292
2025-10-03 10:30:00,120468.27,120588.57,120350.84,120505.15,3.23019
2025-10-03 10:45:00,120505.14,120505.15,120412.68,120425.95,0.84123
2025-10-03 11:00:00,120425.96,120463.76,120282.65,120289.01,1.2875
2025-10-03 11:15:00,120289.0,120362.57,120130.76,120270.0,3.69614
2025-10-03 11:30:00,120270.01,120464.08,120190.42,120349.6,2.69494
2025-10-03 11:45:00,120349.61,120448.62,120327.77,120334.5,2.76348
2025-10-03 12:00:00,120334.5,120387.01,120269.1,120366.11,2.49707
2025-10-03 12:15:00,120366.12,120399.83,120219.67,120219.67,3.53023
2025-10-03 12:30:00,120219.68,120300.76,120114.2,120287.19,2.33579
2025-10-03 12:45:00,120259.06,120384.65,120250.5,120358.08,2.61926
2025-10-03 13:00:00,120358.08,120358.08,120053.17,120286.09,4.32876
2025-10-03 13:15:00,120286.09,120545.0,120225.2,120529.7,2.67842
2025-10-03 13:30:00,120529.69,120614.66,120112.81,120288.32,7.49409
2025-10-03 13:45:00,120289.78,120547.0,120289.78,120387.9,4.52504
2025-10-03 14:00:00,120374.73,120618.04,120138.58,120138.59,5.12259
2025-10-03 14:15:00,120146.55,120462.87,119919.0,120448.89,6.68507
2025-10-03 14:30:00,120448.88,120707.0,120343.67,120642.99,3.34034
2025-10-03 14:45:00,120643.0,120967.98,120643.0,120876.92,2.35474
2025-10-03 15:00:00,120919.66,120919.67,120654.79,120823.94,3.19596
2025-10-03 15:15:00,120841.55,121456.26,120841.54,121312.32,3.26413
2025-10-03 15:30:00,121293.73,121780.0,121293.72,121691.69,5.32066
2025-10-03 15:45:00,121691.68,122340.08,121653.68,122258.05,6.5449
2025-10-03 16:00:00,122258.04,123288.04,122258.04,123094.75,5.42778
2025-10-03 16:15:00,123094.75,123801.5,122910.66,123680.73,8.82281
2025-10-03 16:30:00,123680.74,123869.85,123561.72,123761.63,3.10017
2025-10-03 16:45:00,123761.64,123769.08,122531.34,122537.7,3.22796
2025-10-03 17:00:00,122537.71,123211.44,121740.07,123019.17,6.16516
2025-10-03 17:15:00,123019.16,123769.07,122293.62,122535.48,5.01759
2025-10-03 17:30:00,122509.0,200000.0,120137.63,122579.78,8.36997
2025-10-03 17:45:00,122579.79,122601.0,121693.75,122072.31,4.50255
2025-10-03 18:00:00,122072.3,122425.44,121486.93,122020.55,7.37182
2025-10-03 18:15:00,122020.56,122580.0,122020.55,122483.75,1.72207
2025-10-03 18:30:00,122483.74,122701.76,122225.91,122649.3,5.45026
2025-10-03 18:45:00,122649.31,122720.0,122357.8,122536.91,3.72048
2025-10-03 19:00:00,122538.46,122592.43,122356.6,122447.12,5.01984
2025-10-03 19:15:00,122447.11,122819.12,122447.11,122819.11,2.67873
2025-10-03 19:30:00,122787.67,151011.77,122671.19,122763.0,6.81904
2025-10-03 19:45:00,122762.99,122777.64,122572.78,122660.99,3.08055
2025-10-03 20:00:00,122661.0,122661.0,122037.43,122097.21,3.45171
2025-10-03 20:15:00,122097.22,122496.3,122097.21,122149.99,9.65471
2025-10-03 20:30:00,122150.0,122673.4,122149.99,122673.4,2.96198
2025-10-03 20:45:00,122673.4,122707.95,122415.77,122439.85,1.21945
2025-10-03 21:00:00,122439.86,122443.98,122336.53,122438.84,2.0895
2025-10-03 21:15:00,122438.84,122451.82,122276.5,122291.65,1.96295
2025-10-03 21:30:00,122291.66,122357.02,122063.68,122135.07,1.33755
2025-10-03 21:45:00,122135.08,122380.46,122014.67,122306.57,3.97176
2025-10-03 22:00:00,122306.56,122454.69,122306.56,122454.68,2.05683
2025-10-03 22:15:00,122454.69,122534.23,122431.25,122481.14,0.95594
2025-10-03 22:30:00,122481.14,122665.0,122481.13,122592.02,2.47931
2025-10-03 22:45:00,122584.0,122599.0,122447.83,122476.99,2.80104
2025-10-03 23:00:00,122477.0,122477.0,122283.01,122325.6,0.91277
2025-10-03 23:15:00,122325.6,122358.43,122072.16,122285.37,2.07764
2025-10-03 23:30:00,122277.06,122332.68,122196.69,122300.98,4.19822
2025-10-03 23:45:00,122300.99,122315.37,122083.04,122225.43,1.09791
2025-10-04 00:00:00,122225.44,122260.0,122074.06,122180.22,11.21315
2025-10-04 00:15:00,122180.21,122295.56,122177.2,122185.32,1.12171
2025-10-04 00:30:00,122168.46,122181.74,121999.08,122055.16,1.60881
2025-10-04 00:45:00,122055.15,122099.0,121993.25,122099.0,1.02856
2025-10-04 01:00:00,122098.99,122103.24,122020.0,122089.99,1.3984
2025-10-04 01:15:00,122090.0,122336.38,121960.0,121960.0,1.11486
2025-10-04 01:30:00,121960.01,122029.16,121859.89,121866.62,1.58149
2025-10-04 01:45:00,121883.96,121901.67,121700.0,121854.47,1.61275
2025-10-04 02:00:00,121854.48,122227.97,121807.92,121865.82,3.64283
2025-10-04 02:15:00,121865.83,121886.0,120365.17,121800.0,3.88447
2025-10-04 02:30:00,121805.06,121841.1,121684.97,121752.63,1.32006
2025-10-04 02:45:00,121752.62,121950.09,121724.0,121840.0,1.44361
2025-10-04 03:00:00,121839.99,121887.0,121839.99,121886.99,0.74188
